compatible_string,hardware_model,driver_file,first_version,subsystem
"st,stm32mp25-spi",stm32mp25_spi_cfg,drivers/spi/spi-stm32.c,n/a,spi
"starfive,jh7110-qspi",jh7110_qspi,drivers/spi/spi-cadence-quadspi.c,n/a,spi
"sunplus,sp7021-spi",sp7021-spi,drivers/spi/spi-sunplus-sp7021.c,n/a,spi
"tesla,fsd-spi",fsd_spi_port_config,drivers/spi/spi-s3c64xx.c,n/a,spi
"ti,am4372-qspi",am4372-qspi,drivers/spi/spi-ti-qspi.c,n/a,spi
"ti,am654-mcspi",am654_pdata,drivers/spi/spi-omap2-mcspi.c,n/a,spi
"ti,am654-ospi",am654_ospi,drivers/spi/spi-cadence-quadspi.c,n/a,spi
"ti,da830-spi",da830_spi_data,drivers/spi/spi-davinci.c,n/a,spi
"ti,dm6441-spi",dm6441_spi_data,drivers/spi/spi-davinci.c,n/a,spi
"ti,dra7xxx-qspi",dra7xxx-qspi,drivers/spi/spi-ti-qspi.c,n/a,spi
"ti,k2g-qspi",k2g_qspi,drivers/spi/spi-cadence-quadspi.c,n/a,spi
"ti,keystone-spi",keystone_spi_data,drivers/spi/spi-davinci.c,n/a,spi
"ti,omap2-mcspi",omap2_pdata,drivers/spi/spi-omap2-mcspi.c,n/a,spi
"ti,omap4-mcspi",omap4_pdata,drivers/spi/spi-omap2-mcspi.c,n/a,spi
"xlnx,axi-quad-spi-1.00.a",axi-quad-spi-1.00.a,drivers/spi/spi-xilinx.c,n/a,spi
"xlnx,versal-ospi-1.0",versal_ospi,drivers/spi/spi-cadence-quadspi.c,n/a,spi
"xlnx,versal-qspi-1.0",versal_qspi_def,drivers/spi/spi-zynqmp-gqspi.c,n/a,spi
"xlnx,xps-spi-2.00.a",xps-spi-2.00.a,drivers/spi/spi-xilinx.c,n/a,spi
"xlnx,xps-spi-2.00.b",xps-spi-2.00.b,drivers/spi/spi-xilinx.c,n/a,spi
"xlnx,zynq-qspi-1.0",zynq-qspi-1.0,drivers/spi/spi-zynq-qspi.c,n/a,spi
"xlnx,zynq-spi-r1p6",zynq-spi-r1p6,drivers/spi/spi-cadence.c,n/a,spi
"xlnx,zynqmp-qspi-1.0",zynqmp-qspi-1.0,drivers/spi/spi-zynqmp-gqspi.c,n/a,spi
"apple,spmi",spmi,drivers/spmi/spmi-apple-controller.c,n/a,spmi
"hisilicon,kirin970-spmi-controller",kirin970-spmi-controller,drivers/spmi/hisi-spmi-controller.c,n/a,spmi
"mediatek,mt6873-spmi",mt6873_pmif_arb,drivers/spmi/spmi-mtk-pmif.c,n/a,spmi
"mediatek,mt8195-spmi",mt8195_pmif_arb,drivers/spmi/spmi-mtk-pmif.c,n/a,spmi
"qcom,spmi-pmic-arb",spmi-pmic-arb,drivers/spmi/spmi-pmic-arb.c,n/a,spmi
"qcom,x1e80100-spmi-pmic-arb",x1e80100-spmi-pmic-arb,drivers/spmi/spmi-pmic-arb.c,n/a,spmi
"adi,ad5933",ad5933,drivers/staging/iio/impedance-analyzer/ad5933.c,n/a,staging
"adi,ad5934",ad5934,drivers/staging/iio/impedance-analyzer/ad5933.c,n/a,staging
"adi,ad7816",ad7816,drivers/staging/iio/adc/ad7816.c,n/a,staging
"adi,ad7817",ad7817,drivers/staging/iio/adc/ad7816.c,n/a,staging
"adi,ad7818",ad7818,drivers/staging/iio/adc/ad7816.c,n/a,staging
"adi,ad9832",ad9832,drivers/staging/iio/frequency/ad9832.c,n/a,staging
"adi,ad9833",ad9833,drivers/staging/iio/frequency/ad9834.c,n/a,staging
"adi,ad9834",ad9834,drivers/staging/iio/frequency/ad9834.c,n/a,staging
"adi,ad9835",ad9835,drivers/staging/iio/frequency/ad9832.c,n/a,staging
"adi,ad9837",ad9837,drivers/staging/iio/frequency/ad9834.c,n/a,staging
"adi,ad9838",ad9838,drivers/staging/iio/frequency/ad9834.c,n/a,staging
"adi,adis16203",adis16203,drivers/staging/iio/accel/adis16203.c,n/a,staging
"adi,adt7316",adt7316,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"adi,adt7317",adt7317,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"adi,adt7318",adt7318,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"adi,adt7516",adt7516,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"adi,adt7517",adt7517,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"adi,adt7519",adt7519,drivers/staging/iio/addac/adt7316-i2c.c,n/a,staging
"allwinner,sun20i-d1-video-engine",sun20i_d1_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun4i-a10-video-engine",sun4i_a10_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun50i-a64-video-engine",sun50i_a64_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun50i-h5-video-engine",sun50i_h5_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun50i-h6-video-engine",sun50i_h6_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun5i-a13-video-engine",sun5i_a13_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun7i-a20-video-engine",sun7i_a20_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun8i-a33-video-engine",sun8i_a33_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun8i-h3-video-engine",sun8i_h3_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun8i-r40-video-engine",sun8i_r40_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"allwinner,sun8i-v3s-isp",sun8i_v3s_isp_variant,drivers/staging/media/sunxi/sun6i-isp/sun6i_isp.c,n/a,staging
"allwinner,sun8i-v3s-video-engine",sun8i_v3s_cedrus_variant,drivers/staging/media/sunxi/cedrus/cedrus.c,n/a,staging
"amlogic,g12a-vdec",vdec_platform_g12a,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"amlogic,gxbb-vdec",vdec_platform_gxbb,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"amlogic,gxl-vdec",vdec_platform_gxl,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"amlogic,gxlx-vdec",vdec_platform_gxlx,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"amlogic,gxm-vdec",vdec_platform_gxm,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"amlogic,sm1-vdec",vdec_platform_sm1,drivers/staging/media/meson/vdec/vdec.c,n/a,staging
"atmel,sama5d2-isc",sama5d2-isc,drivers/staging/media/deprecated/atmel/atmel-sama5d2-isc.c,n/a,staging
"cavium,octeon-3860-pip",octeon-3860-pip,drivers/staging/octeon/ethernet.c,n/a,staging
"fsl,imx-capture-subsystem",imx-capture-subsystem,drivers/staging/media/imx/imx-media-dev.c,n/a,staging
"fsl,imx6-mipi-csi2",imx6-mipi-csi2,drivers/staging/media/imx/imx6-mipi-csi2.c,n/a,staging
"fsl,imx6q-mlb150",plat_data,drivers/staging/most/dim2/dim2.c,n/a,staging
"google,arche-platform",arche-platform,drivers/staging/greybus/arche-platform.c,n/a,staging
"maxim,max96712",max96712_info_max96712,drivers/staging/media/max96712/max96712.c,n/a,staging
"maxim,max96724",max96712_info_max96724,drivers/staging/media/max96712/max96712.c,n/a,staging
"microchip,sama7g5-isc",sama7g5-isc,drivers/staging/media/deprecated/atmel/atmel-sama7g5-isc.c,n/a,staging
"nvidia,nvec",nvec,drivers/staging/nvec/nvec.c,n/a,staging
"nvidia,tegra20-vi",tegra20_vi_soc,drivers/staging/media/tegra-video/vi.c,n/a,staging
"nvidia,tegra20-vip",tegra20-vip,drivers/staging/media/tegra-video/video.c,n/a,staging
"nvidia,tegra210-csi",tegra210_csi_soc,drivers/staging/media/tegra-video/csi.c,n/a,staging
"nvidia,tegra210-vi",tegra210_vi_soc,drivers/staging/media/tegra-video/vi.c,n/a,staging
"renesas,mlp",plat_data,drivers/staging/most/dim2/dim2.c,n/a,staging
"renesas,rcar-gen3-mlp",plat_data,drivers/staging/most/dim2/dim2.c,n/a,staging
"starfive,jh7110-camss",jh7110-camss,drivers/staging/media/starfive/camss/stf-camss.c,n/a,staging
"toshiba,apb-dummy-codec",apb-dummy-codec,drivers/staging/greybus/audio_codec.c,n/a,staging
"usbffff,2",2,drivers/staging/greybus/arche-apb-ctrl.c,n/a,staging
"xlnx,axi-fifo-mm-s-4.1",axi-fifo-mm-s-4.1,drivers/staging/axis-fifo/axis-fifo.c,n/a,staging
"xlnx,axi-fifo-mm-s-4.2",axi-fifo-mm-s-4.2,drivers/staging/axis-fifo/axis-fifo.c,n/a,staging
"xlnx,axi-fifo-mm-s-4.3",axi-fifo-mm-s-4.3,drivers/staging/axis-fifo/axis-fifo.c,n/a,staging
"xlnx,axi4-os62420_3pin-1.00.a",axi4-os62420_3pin-1.00.a,drivers/staging/most/dim2/dim2.c,n/a,staging
"xlnx,axi4-os62420_6pin-1.00.a",axi4-os62420_6pin-1.00.a,drivers/staging/most/dim2/dim2.c,n/a,staging
"linaro,optee-tz",optee-tz,drivers/tee/optee/smc_abi.c,n/a,tee
"airoha,en7581-thermal",en7581-thermal,drivers/thermal/airoha_thermal.c,n/a,thermal
"allwinner,sun20i-d1-ths",sun20i_d1_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun50i-a100-ths",sun50i_a100_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun50i-a64-ths",sun50i_a64_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun50i-h5-ths",sun50i_h5_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun50i-h6-ths",sun50i_h6_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun50i-h616-ths",sun50i_h616_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun8i-a83t-ths",sun8i_a83t_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun8i-h3-ths",sun8i_h3_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"allwinner,sun8i-r40-ths",sun8i_r40_ths,drivers/thermal/sun8i_thermal.c,n/a,thermal
"amazon,al-thermal",al_thermal_init,drivers/thermal/thermal_mmio.c,n/a,thermal
"amlogic,a1-cpu-thermal",amlogic_thermal_a1_cpu_param,drivers/thermal/amlogic_thermal.c,n/a,thermal
"amlogic,g12a-cpu-thermal",amlogic_thermal_g12a_cpu_param,drivers/thermal/amlogic_thermal.c,n/a,thermal
"amlogic,g12a-ddr-thermal",amlogic_thermal_g12a_ddr_param,drivers/thermal/amlogic_thermal.c,n/a,thermal
"brcm,avs-tmon",brcmstb_28nm_params,drivers/thermal/broadcom/brcmstb_thermal.c,n/a,thermal
"brcm,avs-tmon-bcm7216",brcmstb_16nm_params,drivers/thermal/broadcom/brcmstb_thermal.c,n/a,thermal
"brcm,avs-tmon-bcm74110",brcmstb_8nm_params,drivers/thermal/broadcom/brcmstb_thermal.c,n/a,thermal
"brcm,bcm2711-thermal",bcm2711-thermal,drivers/thermal/broadcom/bcm2711_thermal.c,n/a,thermal
"brcm,bcm2835-thermal",bcm2835-thermal,drivers/thermal/broadcom/bcm2835_thermal.c,n/a,thermal
"brcm,bcm2836-thermal",bcm2836-thermal,drivers/thermal/broadcom/bcm2835_thermal.c,n/a,thermal
"brcm,bcm2837-thermal",bcm2837-thermal,drivers/thermal/broadcom/bcm2835_thermal.c,n/a,thermal
"brcm,ns-thermal",ns-thermal,drivers/thermal/broadcom/ns-thermal.c,n/a,thermal
"brcm,sr-thermal",sr-thermal,drivers/thermal/broadcom/sr-thermal.c,n/a,thermal
"dlg,da9062-thermal",da9062_config,drivers/thermal/da9062-thermal.c,n/a,thermal
"fsl,imx-sc-thermal",imx_sc_sensors,drivers/thermal/imx_sc_thermal.c,n/a,thermal
"fsl,imx6q-tempmon",thermal_imx6q_data,drivers/thermal/imx_thermal.c,n/a,thermal
"fsl,imx6sx-tempmon",thermal_imx6sx_data,drivers/thermal/imx_thermal.c,n/a,thermal
"fsl,imx7d-tempmon",thermal_imx7d_data,drivers/thermal/imx_thermal.c,n/a,thermal
"fsl,imx8mm-tmu",imx8mm_tmu_data,drivers/thermal/imx8mm_thermal.c,n/a,thermal
"fsl,imx8mp-tmu",imx8mp_tmu_data,drivers/thermal/imx8mm_thermal.c,n/a,thermal
"fsl,imx8mq-tmu",imx8mq-tmu,drivers/thermal/qoriq_thermal.c,n/a,thermal
"fsl,imx91-tmu",imx91-tmu,drivers/thermal/imx91_thermal.c,n/a,thermal
"fsl,qoriq-tmu",qoriq-tmu,drivers/thermal/qoriq_thermal.c,n/a,thermal
generic-adc-thermal,generic-adc-thermal,drivers/thermal/thermal-generic-adc.c,n/a,thermal
"hisilicon,hi3660-tsensor",hi3660_ops,drivers/thermal/hisi_thermal.c,n/a,thermal
"hisilicon,tsensor",hi6220_ops,drivers/thermal/hisi_thermal.c,n/a,thermal
"loongson,ls2k1000-thermal",loongson2_thermal_ls2k1000_data,drivers/thermal/loongson2_thermal.c,n/a,thermal
"loongson,ls2k2000-thermal",loongson2_thermal_ls2k2000_data,drivers/thermal/loongson2_thermal.c,n/a,thermal
"marvell,armada-ap806-thermal",armada_ap806_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armada-ap807-thermal",armada_ap807_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armada-cp110-thermal",armada_cp110_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armada370-thermal",armada370_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armada375-thermal",armada375_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armada380-thermal",armada380_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,armadaxp-thermal",armadaxp_data,drivers/thermal/armada_thermal.c,n/a,thermal
"marvell,dove-thermal",dove-thermal,drivers/thermal/dove_thermal.c,n/a,thermal
"marvell,kirkwood-thermal",kirkwood-thermal,drivers/thermal/kirkwood_thermal.c,n/a,thermal
"mediatek,mt2701-thermal",mt2701_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt2712-thermal",mt2712_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt7622-thermal",mt7622_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt7986-thermal",mt7986_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt7988-lvts-ap",mt7988_lvts_ap_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8173-thermal",mt8173_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt8183-thermal",mt8183_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"mediatek,mt8186-lvts",mt8186_lvts_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8188-lvts-ap",mt8188_lvts_ap_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8188-lvts-mcu",mt8188_lvts_mcu_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8192-lvts-ap",mt8192_lvts_ap_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8192-lvts-mcu",mt8192_lvts_mcu_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8195-lvts-ap",mt8195_lvts_ap_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8195-lvts-mcu",mt8195_lvts_mcu_data,drivers/thermal/mediatek/lvts_thermal.c,n/a,thermal
"mediatek,mt8365-thermal",mt8365_thermal_data,drivers/thermal/mediatek/auxadc_thermal.c,n/a,thermal
"nvidia,tegra114-soctherm",tegra114_soctherm,drivers/thermal/tegra/soctherm.c,n/a,thermal
"nvidia,tegra124-soctherm",tegra124_soctherm,drivers/thermal/tegra/soctherm.c,n/a,thermal
"nvidia,tegra132-soctherm",tegra132_soctherm,drivers/thermal/tegra/soctherm.c,n/a,thermal
"nvidia,tegra186-bpmp-thermal",tegra186-bpmp-thermal,drivers/thermal/tegra/tegra-bpmp-thermal.c,n/a,thermal
"nvidia,tegra210-soctherm",tegra210_soctherm,drivers/thermal/tegra/soctherm.c,n/a,thermal
"nvidia,tegra30-tsensor",tegra30-tsensor,drivers/thermal/tegra/tegra30-tsensor.c,n/a,thermal
"qcom,ipq5018-tsens",data_ipq5018,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,ipq5332-tsens",data_ipq5332,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,ipq5424-tsens",data_ipq5424,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,ipq8064-tsens",data_8960,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,ipq8074-tsens",data_ipq8074,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,mdm9607-tsens",data_9607,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8226-tsens",data_8226,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8909-tsens",data_8909,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8916-tsens",data_8916,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8937-tsens",data_8937,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8939-tsens",data_8939,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8956-tsens",data_8956,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8960-tsens",data_8960,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8974-tsens",data_8974,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8976-tsens",data_8976,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,msm8996-tsens",data_8996,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,sc8180x-lmh",sc8180x-lmh,drivers/thermal/qcom/lmh.c,n/a,thermal
"qcom,sdm845-lmh",LMH_ENABLE_ALGOS,drivers/thermal/qcom/lmh.c,n/a,thermal
"qcom,sm8150-lmh",sm8150-lmh,drivers/thermal/qcom/lmh.c,n/a,thermal
"qcom,spmi-adc-tm-hc",adc_tm_hc_data_pmic,drivers/thermal/qcom/qcom-spmi-adc-tm5.c,n/a,thermal
"qcom,spmi-adc-tm5",adc_tm5_data_pmic,drivers/thermal/qcom/qcom-spmi-adc-tm5.c,n/a,thermal
"qcom,spmi-adc-tm5-gen2",adc_tm5_gen2_data_pmic,drivers/thermal/qcom/qcom-spmi-adc-tm5.c,n/a,thermal
"qcom,spmi-temp-alarm",spmi-temp-alarm,drivers/thermal/qcom/qcom-spmi-temp-alarm.c,n/a,thermal
"qcom,tsens-v1",data_tsens_v1,drivers/thermal/qcom/tsens.c,n/a,thermal
"qcom,tsens-v2",data_tsens_v2,drivers/thermal/qcom/tsens.c,n/a,thermal
"renesas,r8a774a1-thermal",rcar_m3w_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a774b1-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a774e1-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a7795-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a7796-thermal",rcar_m3w_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a77961-thermal",rcar_m3w_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a77965-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a77980-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a779a0-thermal",rcar_gen3_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a779f0-thermal",rcar_s4_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a779g0-thermal",rcar_gen4_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r8a779h0-thermal",rcar_gen4_thermal_info,drivers/thermal/renesas/rcar_gen3_thermal.c,n/a,thermal
"renesas,r9a08g045-tsu",r9a08g045-tsu,drivers/thermal/renesas/rzg3s_thermal.c,n/a,thermal
"renesas,r9a09g047-tsu",r9a09g047-tsu,drivers/thermal/renesas/rzg3e_thermal.c,n/a,thermal
"renesas,rcar-gen2-thermal",rcar_gen2_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"renesas,rcar-thermal",rcar_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"renesas,rzg2l-tsu",rzg2l-tsu,drivers/thermal/renesas/rzg2l_thermal.c,n/a,thermal
"renesas,thermal-r8a774c0",rcar_gen3_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"renesas,thermal-r8a77970",rcar_gen3_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"renesas,thermal-r8a77990",rcar_gen3_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"renesas,thermal-r8a77995",rcar_gen3_thermal,drivers/thermal/renesas/rcar_thermal.c,n/a,thermal
"rockchip,px30-tsadc",px30_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3228-tsadc",rk3228_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3288-tsadc",rk3288_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3328-tsadc",rk3328_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3366-tsadc",rk3366_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3368-tsadc",rk3368_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3399-tsadc",rk3399_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3568-tsadc",rk3568_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3576-tsadc",rk3576_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rk3588-tsadc",rk3588_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"rockchip,rv1108-tsadc",rv1108_tsadc_data,drivers/thermal/rockchip_thermal.c,n/a,thermal
"samsung,exynos3250-tmu",SOC_ARCH_EXYNOS3250,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos4210-tmu",SOC_ARCH_EXYNOS4210,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos4412-tmu",SOC_ARCH_EXYNOS4412,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos5250-tmu",SOC_ARCH_EXYNOS5250,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos5260-tmu",SOC_ARCH_EXYNOS5260,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos5420-tmu",SOC_ARCH_EXYNOS5420,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos5420-tmu-ext-triminfo",SOC_ARCH_EXYNOS5420_TRIMINFO,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos5433-tmu",SOC_ARCH_EXYNOS5433,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"samsung,exynos7-tmu",SOC_ARCH_EXYNOS7,drivers/thermal/samsung/exynos_tmu.c,n/a,thermal
"socionext,uniphier-ld20-thermal",uniphier_ld20_tm_data,drivers/thermal/uniphier_thermal.c,n/a,thermal
"socionext,uniphier-nx1-thermal",uniphier_ld20_tm_data,drivers/thermal/uniphier_thermal.c,n/a,thermal
"socionext,uniphier-pxs2-thermal",uniphier_pxs2_tm_data,drivers/thermal/uniphier_thermal.c,n/a,thermal
"socionext,uniphier-pxs3-thermal",uniphier_ld20_tm_data,drivers/thermal/uniphier_thermal.c,n/a,thermal
"sprd,ums512-thermal",ums512_data,drivers/thermal/sprd_thermal.c,n/a,thermal
"st,stih407-thermal",st_407_cdata,drivers/thermal/st/st_thermal_memmap.c,n/a,thermal
"st,stm32-thermal",stm32-thermal,drivers/thermal/st/stm_thermal.c,n/a,thermal
"st,thermal-spear1340",thermal-spear1340,drivers/thermal/spear_thermal.c,n/a,thermal
"stericsson,db8500-thermal",db8500-thermal,drivers/thermal/db8500_thermal.c,n/a,thermal
"ti,am654-vtm",am654-vtm,drivers/thermal/k3_bandgap.c,n/a,thermal
"ti,dra752-bandgap",dra752_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,j7200-vtm",k3_j72xx_bandgap_j7200_data,drivers/thermal/k3_j72xx_bandgap.c,n/a,thermal
"ti,j721e-vtm",k3_j72xx_bandgap_j721e_data,drivers/thermal/k3_j72xx_bandgap.c,n/a,thermal
"ti,omap34xx-bandgap",omap34xx_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,omap36xx-bandgap",omap36xx_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,omap4430-bandgap",omap4430_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,omap4460-bandgap",omap4460_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,omap4470-bandgap",omap4470_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ti,omap5430-bandgap",omap5430_data,drivers/thermal/ti-soc-thermal/ti-bandgap.c,n/a,thermal
"ALTR,juart-1.0",juart-1.0,drivers/tty/serial/altera_jtaguart.c,n/a,tty
"ALTR,uart-1.0",uart-1.0,drivers/tty/serial/altera_uart.c,n/a,tty
"SUNW,sun4v-console",sun4v-console,drivers/tty/serial/sunhv.c,n/a,tty
"actions,s500-uart",owl_s500_info,drivers/tty/serial/owl-uart.c,n/a,tty
"actions,s900-uart",owl_s900_info,drivers/tty/serial/owl-uart.c,n/a,tty
"alphascale,asm9260-auart",ASM9260_AUART,drivers/tty/serial/mxs-auart.c,n/a,tty
"altr,16550-FIFO128",PORT_ALTR_16550_F128,drivers/tty/serial/8250/8250_of.c,n/a,tty
"altr,16550-FIFO32",PORT_ALTR_16550_F32,drivers/tty/serial/8250/8250_of.c,n/a,tty
"altr,16550-FIFO64",PORT_ALTR_16550_F64,drivers/tty/serial/8250/8250_of.c,n/a,tty
"altr,juart-1.0",juart-1.0,drivers/tty/serial/altera_jtaguart.c,n/a,tty
"altr,uart-1.0",uart-1.0,drivers/tty/serial/altera_uart.c,n/a,tty
"amlogic,meson-a1-uart",meson_a1_uart_data,drivers/tty/serial/meson_uart.c,n/a,tty
"amlogic,meson-g12a-uart",meson_g12a_uart_data,drivers/tty/serial/meson_uart.c,n/a,tty
"amlogic,meson-gx-uart",meson-gx-uart,drivers/tty/serial/meson_uart.c,n/a,tty
"amlogic,meson-s4-uart",meson_s4_uart_data,drivers/tty/serial/meson_uart.c,n/a,tty
